# Chunk-averaged data for fix stress_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount c_mystress[1] c_mystress[2] c_mystress[3] density/number
1000000 1000 77920.00000000006
  66 -43.45 0 0 0 0 0
  67 -43.35 0 0 0 0 0
  68 -43.25 0 0 0 0 0
  69 -43.15 0 0 0 0 0
  70 -43.05 0 0 0 0 0
  71 -42.95 224 -4.05296e+07 -4.05297e+07 -2.31782e+07 1.99776
  72 -42.85 0 0 0 0 0
  73 -42.75 0 0 0 0 0
  74 -42.65 0 0 0 0 0
  75 -42.55 0 0 0 0 0
  76 -42.45 0 0 0 0 0
  77 -42.35 0 0 0 0 0
  78 -42.25 0 0 0 0 0
  79 -42.15 0 0 0 0 0
  80 -42.05 0 0 0 0 0
  81 -41.95 0 0 0 0 0
  82 -41.85 0 0 0 0 0
  83 -41.75 0 0 0 0 0
  84 -41.65 0 0 0 0 0
  85 -41.55 0 0 0 0 0
  86 -41.45 0 0 0 0 0
  87 -41.35 0 0 0 0 0
  88 -41.25 0 0 0 0 0
  89 -41.15 0 0 0 0 0
  90 -41.05 0 0 0 0 0
  91 -40.95 224 -4.63787e+07 -4.63784e+07 -4.64676e+07 1.99776
  92 -40.85 0 0 0 0 0
  93 -40.75 0 0 0 0 0
  94 -40.65 0 0 0 0 0
  95 -40.55 0 0 0 0 0
  96 -40.45 0 0 0 0 0
  97 -40.35 0 0 0 0 0
  98 -40.25 0 0 0 0 0
  99 -40.15 0 0 0 0 0
  100 -40.05 0 0 0 0 0
  101 -39.95 0 0 0 0 0
  102 -39.85 0 0 0 0 0
  103 -39.75 0 0 0 0 0
  104 -39.65 0 0 0 0 0
  105 -39.55 0 0 0 0 0
  106 -39.45 0 0 0 0 0
  107 -39.35 0 0 0 0 0
  108 -39.25 0 0 0 0 0
  109 -39.15 0 0 0 0 0
  110 -39.05 224 -4.6376e+07 -4.63757e+07 -4.64551e+07 1.99776
  111 -38.95 0 0 0 0 0
  112 -38.85 0 0 0 0 0
  113 -38.75 0 0 0 0 0
  114 -38.65 0 0 0 0 0
  115 -38.55 0 0 0 0 0
  116 -38.45 0 0 0 0 0
  117 -38.35 0 0 0 0 0
  118 -38.25 0 0 0 0 0
  119 -38.15 0 0 0 0 0
  120 -38.05 0 0 0 0 0
  121 -37.95 0 0 0 0 0
  122 -37.85 0 0 0 0 0
  123 -37.75 0 0 0 0 0
  124 -37.65 0 0 0 0 0
  125 -37.55 0 0 0 0 0
  126 -37.45 0 0 0 0 0
  127 -37.35 0 0 0 0 0
  128 -37.25 0 0 0 0 0
  129 -37.15 0 0 0 0 0
  130 -37.05 224 -4.05156e+07 -4.05157e+07 -2.31793e+07 1.99776
  131 -36.95 0 0 0 0 0
  132 -36.85 0 0 0 0 0
  133 -36.75 0 0 0 0 0
  134 -36.65 0 0 0 0 0
  135 -36.55 0 0 0 0 0
  136 -36.45 0 0 0 0 0
  137 -36.35 0 0 0 0 0
  138 -36.25 0 0 0 0 0
  139 -36.15 0 0 0 0 0
  140 -36.05 0 0 0 0 0
  141 -35.95 0 0 0 0 0
  142 -35.85 0 0 0 0 0
  143 -35.75 0 0 0 0 0
  144 -35.65 0 0 0 0 0
  145 -35.55 0 0 0 0 0
  146 -35.45 0.002 103219 -8340.29 -25329.5 1.78371e-05
  147 -35.35 0.034 322747 154898 -90259.8 0.000303231
  148 -35.25 0.19 237259 218830 -94880 0.00169453
  149 -35.15 0.454 253416 220009 -101102 0.00404903
  150 -35.05 0.795 242899 234433 -94288.9 0.00709027
  151 -34.95 1.111 229917 245561 -89468.2 0.00990853
  152 -34.85 1.436 231744 231003 -70744.9 0.0128071
  153 -34.75 1.689 241659 239686 -67719.3 0.0150635
  154 -34.65 1.927 243187 250920 -44312.1 0.0171861
  155 -34.55 2.458 268670 279599 -42425.4 0.0219219
  156 -34.45 3.232 300448 300463 -69469.9 0.0288248
  157 -34.35 4.847 269861 272672 -142438 0.0432283
  158 -34.25 7.881 165723 158212 -204211 0.0702873
  159 -34.15 12.101 54373.8 48772.9 -187853 0.107924
  160 -34.05 17.202 1652.53 7758.45 -149018 0.153417
  161 -33.95 20.819 -14368.4 -7987.81 -100800 0.185676
  162 -33.85 22.853 -27108 -21926.8 -68265.2 0.203816
  163 -33.75 23.632 -14644.1 -7489.05 -49194.4 0.210764
  164 -33.65 22.89 -3295.8 6992.45 -29784.7 0.204146
  165 -33.55 21.683 -2232.78 -3694 -18791.5 0.193381
  166 -33.45 19.822 6542.92 4411.46 -9870.77 0.176784
  167 -33.35 18.142 14953.1 -2627.94 548.078 0.161801
  168 -33.25 16.416 -5988.99 -8586.13 16464.5 0.146407
  169 -33.15 15.121 -2446.71 1808.03 38678.2 0.134858
  170 -33.05 13.857 -12911.3 -11362.4 56477.9 0.123585
  171 -32.95 13.03 -10066 -5181.03 72105.4 0.116209
  172 -32.85 12.034 -17402.9 -8581.95 104507 0.107326
  173 -32.75 11.073 -5.93171 -3973.35 108771 0.0987554
  174 -32.65 10.444 -3308.48 349.521 124436 0.0931456
  175 -32.55 9.819 -3893.61 4195.46 132176 0.0875715
  176 -32.45 9.281 10309.4 -3926.52 150898 0.0827733
  177 -32.35 9.14 5043.48 3345.91 160433 0.0815158
  178 -32.25 8.799 17152.7 9429.32 162338 0.0784745
  179 -32.15 8.771 3021.23 -3966.79 158957 0.0782248
  180 -32.05 8.907 13910.5 1363.3 162596 0.0794377
  181 -31.95 8.585 9810.65 -721.979 150592 0.0765659
  182 -31.85 8.424 18138.4 31161.9 123781 0.0751301
  183 -31.75 8.67 7126.73 9517.04 101349 0.077324
  184 -31.65 8.685 -1028.52 -13665.6 55571.4 0.0774578
  185 -31.55 8.883 -9213.85 -27954.3 17492.5 0.0792237
  186 -31.45 9.348 -18588.1 -21555.2 -19176.9 0.0833708
  187 -31.35 9.843 -49060.6 -37581.8 -56778.1 0.0877855
  188 -31.25 10.482 -32235.7 -36629.2 -73914.9 0.0934845
  189 -31.15 11.431 -33777.8 -31872.3 -85519 0.101948
  190 -31.05 11.897 -23990.8 -31586.5 -89584.9 0.106104
  191 -30.95 12.61 -17570 -17236.2 -77179.6 0.112463
  192 -30.85 12.903 -17128.1 -16965.4 -79475.2 0.115076
  193 -30.75 12.956 -6695.5 -1443.23 -52219.4 0.115549
  194 -30.65 13.323 4339.86 5925.63 -43758.9 0.118822
  195 -30.55 13.274 16142.5 22723.4 -29719.3 0.118385
  196 -30.45 13.184 24767.8 17235.5 -21113.6 0.117582
  197 -30.35 13.037 18038.4 15591.4 -8239 0.116271
  198 -30.25 12.782 19256.7 17290 -6881.03 0.113997
  199 -30.15 12.513 8327.5 22030.9 6986.72 0.111598
  200 -30.05 12.408 17464.6 20070.7 2043.12 0.110662
  201 -29.95 12.064 31911.6 21653.3 17622.1 0.107594
  202 -29.85 11.783 9017.63 17610 21738.7 0.105088
  203 -29.75 11.496 24237.4 19025 20773.1 0.102528
  204 -29.65 11.414 -4037.16 -12194.6 14101.2 0.101797
  205 -29.55 11.332 -8933.86 3617.83 20157.1 0.101065
  206 -29.45 11.129 2875.03 -2390.05 24510.9 0.0992548
  207 -29.35 10.977 -15446.6 -13732 31516.3 0.0978992
  208 -29.25 11.118 -1169.16 -11373.5 23317.6 0.0991567
  209 -29.15 10.821 2716.11 -2638.47 18789.5 0.0965079
  210 -29.05 10.594 -10291 -8007.42 19605.7 0.0944834
  211 -28.95 10.681 746.055 -2945.15 1888.29 0.0952593
  212 -28.85 10.598 -13039.6 -9251.83 15920.6 0.094519
  213 -28.75 10.567 8473.48 -1888.14 6904.41 0.0942426
  214 -28.65 10.717 -14878.1 -31706.4 -1440.68 0.0955803
  215 -28.55 10.701 2235.61 6360.27 -467.699 0.0954376
  216 -28.45 10.855 -5718.9 -7996.6 -6163.9 0.0968111
  217 -28.35 10.793 -1133.07 12181.6 -1880.77 0.0962582
  218 -28.25 10.913 108.653 2566.44 -14104.8 0.0973284
  219 -28.15 11.21 -5162.04 10800.3 -14644.1 0.0999772
  220 -28.05 11.083 -3025.53 4365.77 4952.97 0.0988445
  221 -27.95 11.286 -4197 4319.06 -4433.94 0.100655
  222 -27.85 11.17 8216.57 8645.43 -5712.96 0.0996205
  223 -27.75 11.359 7055.47 7049.21 -339.263 0.101306
  224 -27.65 11.561 5527.68 6113.58 -3648.39 0.103108
  225 -27.55 11.457 3296.1 4374.62 -9069.46 0.10218
  226 -27.45 11.648 2806.69 2943.39 5461.88 0.103884
  227 -27.35 11.535 781.731 8669.39 -3333.51 0.102876
  228 -27.25 11.452 677.914 2716.74 -1496.11 0.102135
  229 -27.15 11.514 5657.57 -5819.43 -2906.1 0.102688
  230 -27.05 11.61 -496.388 -9288.51 -10454 0.103545
  231 -26.95 11.582 6666.75 -267.605 -8505.83 0.103295
  232 -26.85 11.646 -290.183 6456.95 -6714.57 0.103866
  233 -26.75 11.601 -961.963 3163.96 -786.651 0.103464
  234 -26.65 11.564 -2315.89 -428.647 -9844.6 0.103134
  235 -26.55 11.598 13119.6 -1177.32 -4257.7 0.103438
  236 -26.45 11.263 -9959.36 -7941.97 -7959.07 0.10045
  237 -26.35 11.139 2803.85 4065.46 6698.06 0.099344
  238 -26.25 11.289 -8436.68 -7594.35 5968.34 0.100682
  239 -26.15 11.124 -6250.01 7556.54 -1585.34 0.0992102
  240 -26.05 11.261 4900.33 1382.96 11203.2 0.100432
  241 -25.95 11.255 2985.06 12541.4 16231.5 0.100379
  242 -25.85 11.325 4828.85 -8302.29 4654.27 0.101003
  243 -25.75 10.967 11538.3 3952.81 7426.77 0.09781
  244 -25.65 11.277 5957.24 4163.57 6319.44 0.100575
  245 -25.55 11.062 -12683.1 -23201.5 -1002.22 0.0986573
  246 -25.45 11.087 8626.94 4925.23 12600.3 0.0988802
  247 -25.35 11.308 5501.47 -2182.01 1483.65 0.100851
  248 -25.25 11.103 0.405884 -828.971 2883.34 0.0990229
  249 -25.15 10.978 -3811.03 -2997.15 6510.83 0.0979081
  250 -25.05 10.941 8927.75 9578.69 11160.9 0.0975781
  251 -24.95 11.407 -2532.83 1742.09 -10069.4 0.101734
  252 -24.85 11.1 -14714.1 -10269.1 -8811.69 0.0989962
  253 -24.75 11.466 -4666.51 1408.29 437.786 0.10226
  254 -24.65 11.262 -904.228 -73.735 913.33 0.100441
  255 -24.55 11.328 1509.7 -2687.59 -2575.66 0.10103
  256 -24.45 11.375 1095.32 -4603.34 -6601.51 0.101449
  257 -24.35 11.198 -7006.33 -5681.75 1450.82 0.0998702
  258 -24.25 11.507 -5122.71 5318.67 -15368.7 0.102626
  259 -24.15 11.406 3322.55 181.929 -15078.5 0.101725
  260 -24.05 11.438 -5762.82 -3810.8 2325.04 0.102011
  261 -23.95 11.545 -2228.93 13061.5 2845.63 0.102965
  262 -23.85 11.402 -2780.07 2263.87 708.042 0.10169
  263 -23.75 11.354 228.539 -8160.1 -6554.53 0.101261
  264 -23.65 11.318 4977.31 -9925.38 1393.17 0.10094
  265 -23.55 11.384 13720.1 6357.81 4434.34 0.101529
  266 -23.45 11.31 5797.57 -3710.91 5419.89 0.100869
  267 -23.35 11.487 8001.08 3024.24 8913.23 0.102448
  268 -23.25 11.239 4628.93 -5020.58 6565.69 0.100236
  269 -23.15 11.564 -8130.24 2672.76 7558.16 0.103134
  270 -23.05 11.332 -6339.17 -4154.09 2566.77 0.101065
  271 -22.95 11.174 3699.41 3548.05 2964.64 0.0996561
  272 -22.85 11.387 -4910 3854.33 -2238.84 0.101556
  273 -22.75 11.5 784.314 -1885.3 -5506.03 0.102564
  274 -22.65 11.364 2646.05 2554.08 -1418.02 0.101351
  275 -22.55 11.277 13031.2 8289.46 -757.913 0.100575
  276 -22.45 11.265 3807.39 -4753.36 -0.4235 0.100468
  277 -22.35 11.242 6985.96 10352 -3375.77 0.100263
  278 -22.25 11.186 -10036.3 -752.609 1844.62 0.0997632
  279 -22.15 11.351 -13631.9 -7733.7 -1844.44 0.101235
  280 -22.05 11.211 -26.694 4535.41 7028.61 0.0999861
  281 -21.95 11.353 -10224.2 2728.74 7358.61 0.101253
  282 -21.85 11.466 -9598.6 14450.2 -8664.06 0.10226
  283 -21.75 11.201 2207.69 -4100.57 -2783.02 0.0998969
  284 -21.65 11.26 4930.96 -1718.85 -5591.75 0.100423
  285 -21.55 11.426 -6291.62 -2857.61 4586.49 0.101904
  286 -21.45 11.54 16633 -12178.6 9593.96 0.10292
  287 -21.35 11.265 3151.09 8657.02 -903.163 0.100468
  288 -21.25 11.154 1402.12 4713.03 3202.86 0.0994778
  289 -21.15 11.302 -1487.45 1190.85 3660.19 0.100798
  290 -21.05 11.327 -12002.5 953 -1753.81 0.101021
  291 -20.95 11.253 4768.62 -7443.09 4563.61 0.100361
  292 -20.85 11.269 -3554.08 -6986.67 2951.4 0.100503
  293 -20.75 11.283 -3251.71 3968.41 -73.4088 0.100628
  294 -20.65 11.349 630.257 -3586.35 -2887.49 0.101217
  295 -20.55 11.283 5205.92 6785.22 -4020.17 0.100628
  296 -20.45 11.228 3858.62 6613.61 4507.53 0.100138
  297 -20.35 11.312 492.231 -2476.74 3181.13 0.100887
  298 -20.25 11.266 -15416.5 -2392.07 -13425.4 0.100477
  299 -20.15 11.274 14603.5 21096.9 -315.841 0.100548
  300 -20.05 11.24 -2589.85 -2334.5 -261.44 0.100245
  301 -19.95 11.325 -4914.06 4168.34 -7945.31 0.101003
  302 -19.85 11.506 -1519.5 -5888.36 -4311.87 0.102617
  303 -19.75 11.346 9106.36 10191.4 8094.82 0.10119
  304 -19.65 11.278 -3718.25 -5953.22 -7420.81 0.100584
  305 -19.55 11.381 -4106.85 -9200.45 -2966.44 0.101502
  306 -19.45 11.16 -572.051 -5831.31 4847.99 0.0995313
  307 -19.35 11.174 -8103.62 -3679.48 4709.79 0.0996561
  308 -19.25 11.545 2385.99 -4514.65 5557.72 0.102965
  309 -19.15 11.34 3924.5 -2425.06 -10600.9 0.101137
  310 -19.05 11.269 -3716.51 2156.78 929.528 0.100503
  311 -18.95 11.35 7813.68 9820.94 5558.83 0.101226
  312 -18.85 11.178 -227.627 396.577 4432.05 0.0996918
  313 -18.75 11.351 9155.75 -5643.11 46.9675 0.101235
  314 -18.65 11.381 4815.25 -388.917 5943.66 0.101502
  315 -18.55 11.157 5442.31 9785.35 2369.96 0.0995045
  316 -18.45 11.228 -1895.03 5301.73 -8578.66 0.100138
  317 -18.35 11.266 -5815.89 -684.633 5861.72 0.100477
  318 -18.25 11.41 7130.41 3744.16 -8898.66 0.101761
  319 -18.15 11.365 3016.65 7015.74 -892.971 0.10136
  320 -18.05 11.277 6256.69 13463.1 4857.52 0.100575
  321 -17.95 11.288 885.582 -7856.24 -768.328 0.100673
  322 -17.85 11.324 -3024.46 -5768.3 -11070.8 0.100994
  323 -17.75 11.331 2493.93 -1256.18 -1381.36 0.101056
  324 -17.65 11.2 13356.9 8520.88 -11088.5 0.099888
  325 -17.55 11.323 -3642 -9817.34 -2438.63 0.100985
  326 -17.45 11.336 -2238.8 3129.11 4068.11 0.101101
  327 -17.35 11.415 -3839.34 -1389.27 4278.98 0.101806
  328 -17.25 11.463 -845.644 -12074.1 -291.01 0.102234
  329 -17.15 11.506 5476.56 18775.3 1065.61 0.102617
  330 -17.05 11.304 5182.19 9608.48 -9838.65 0.100816
  331 -16.95 11.175 -3584.88 -4460.46 6872.23 0.0996651
  332 -16.85 11.275 -2997.88 3163.37 6656.19 0.100557
  333 -16.75 11.224 -11972 -1851.26 8033.97 0.100102
  334 -16.65 11.314 2543.26 3543.29 -1082.33 0.100905
  335 -16.55 11.457 -1491.68 8517 -5944.39 0.10218
  336 -16.45 11.167 -2777.37 -962.372 3736.34 0.0995937
  337 -16.35 11.212 154.468 1082.18 4643.51 0.099995
  338 -16.25 11.313 2169.12 -1246.91 3534.82 0.100896
  339 -16.15 11.258 10489 5402.33 1680.45 0.100405
  340 -16.05 11.309 541.645 -1884.46 5266.7 0.10086
  341 -15.95 11.263 2913.51 -2960.64 5621.24 0.10045
  342 -15.85 11.294 -2824.93 -1147.59 -7213.65 0.100726
  343 -15.75 11.264 3656.95 -10807.9 13141.8 0.100459
  344 -15.65 11.41 -8009.58 -7879.12 -427.133 0.101761
  345 -15.55 11.32 2889 -1750.86 3545.75 0.100958
  346 -15.45 11.232 -8085.2 -7668.01 -4658.19 0.100173
  347 -15.35 11.351 -3232.91 -8241.9 7130.25 0.101235
  348 -15.25 11.27 811.152 9453.87 -5972.53 0.100512
  349 -15.15 11.33 1631.01 -221.808 -11262.9 0.101047
  350 -15.05 11.33 3753.88 3127.88 -9762.01 0.101047
  351 -14.95 11.298 -2260.15 -5238.32 -770.156 0.100762
  352 -14.85 11.312 4850.04 2841.75 -3080.13 0.100887
  353 -14.75 11.215 8184.6 -7410.99 8766.7 0.100022
  354 -14.65 11.302 -7846.26 -189.636 -5701.17 0.100798
  355 -14.55 11.315 4645.36 6978.26 -1224.82 0.100914
  356 -14.45 11.161 9364.04 10906.7 7242.81 0.0995402
  357 -14.35 11.363 3888.7 10567 6086.02 0.101342
  358 -14.25 11.423 -1197.9 -8253.03 -9760.31 0.101877
  359 -14.15 11.245 9290.86 6429.2 1787.36 0.100289
  360 -14.05 11.328 -899.95 2972.33 -9566.87 0.10103
  361 -13.95 11.154 -5726.07 4877.04 -2842.21 0.0994778
  362 -13.85 11.139 -10694.9 1902.94 1452.63 0.099344
  363 -13.75 11.423 941.648 1978.32 -2783.86 0.101877
  364 -13.65 11.291 -12720.9 -7542 5392.81 0.1007
  365 -13.55 11.121 -22.001 -6085.66 6976.59 0.0991834
  366 -13.45 11.217 -2228.21 517.136 -12769.4 0.10004
  367 -13.35 11.134 4899.29 54.5204 3369.05 0.0992994
  368 -13.25 11.475 1730.02 -6856.66 4508.11 0.102341
  369 -13.15 11.23 8589.29 14103.8 14110.9 0.100156
  370 -13.05 11.28 3020.4 12803.6 -2299.93 0.100602
  371 -12.95 11.341 2198.48 2140.39 7188.84 0.101146
  372 -12.85 11.379 1785.88 -10056.2 -2102.47 0.101484
  373 -12.75 11.306 20136 797.64 -5213.36 0.100833
  374 -12.65 11.356 -7045.49 -3965.84 -11242.7 0.101279
  375 -12.55 11.32 6725.44 1504.72 2807.8 0.100958
  376 -12.45 11.287 -2300.98 410.417 -4226.4 0.100664
  377 -12.35 11.173 -405.895 11694.1 6903.05 0.0996472
  378 -12.25 11.219 -2674 2306.37 1825.2 0.100057
  379 -12.15 11.405 5420.76 -1862.95 -6336.94 0.101716
  380 -12.05 11.334 -11631.6 -657.425 -10542.4 0.101083
  381 -11.95 11.256 614.949 -1701.15 -17787.6 0.100387
  382 -11.85 11.407 -8117.53 -6648.76 1177.37 0.101734
  383 -11.75 11.538 8908.78 -3634.89 11302.5 0.102902
  384 -11.65 11.18 -5275.56 -8344.5 -8698.3 0.0997096
  385 -11.55 11.157 1262.6 12927 4702.11 0.0995045
  386 -11.45 11.096 -3719 1021.66 -2731.77 0.0989605
  387 -11.35 11.194 -2393.9 2028.3 -6162.39 0.0998345
  388 -11.25 11.465 -12911.2 -6071.06 5896.57 0.102251
  389 -11.15 11.303 -1430.42 10297.4 756.94 0.100807
  390 -11.05 11.218 8656.89 -3914.44 12729.8 0.100049
  391 -10.95 11.303 5161.36 -2808.2 7149.47 0.100807
  392 -10.85 11.301 -272.876 -1739.03 -15190.7 0.100789
  393 -10.75 11.191 7743.24 13357.2 8832.87 0.0998077
  394 -10.65 11.206 -1506.67 264.406 -881.063 0.0999415
  395 -10.55 11.252 -3482.73 -1733.3 9213.05 0.100352
  396 -10.45 11.32 -1141.53 7224.42 -2959.93 0.100958
  397 -10.35 11.216 3191.46 1461.49 -14487.7 0.100031
  398 -10.25 11.367 5976.66 -1260.37 -8132.24 0.101377
  399 -10.15 11.277 -1362.6 -4138.18 1082.24 0.100575
  400 -10.05 11.363 1418.82 2995.73 11469.1 0.101342
  401 -9.95 11.372 -14287 -5192.13 -1676.12 0.101422
  402 -9.85 11.275 -4963.66 10485 9161.3 0.100557
  403 -9.75 11.57 4647.46 -5333.01 6391.5 0.103188
  404 -9.65 11.348 -3641.8 3477.62 4124.91 0.101208
  405 -9.55 11.104 8236.61 3199.95 6832.39 0.0990318
  406 -9.45 11.398 1829.16 2511.75 -5866.23 0.101654
  407 -9.35 11.239 -6576.17 6495.34 2365.35 0.100236
  408 -9.25 11.349 6014.15 -3538.62 -8842.07 0.101217
  409 -9.15 11.431 -4187.3 -19200 -4114.41 0.101948
  410 -9.05 11.281 -14389.9 -12733.4 -2946.63 0.10061
  411 -8.95 11.287 -9666.6 2714.81 3512.92 0.100664
  412 -8.85 11.255 -2706.55 9197.07 -5815.85 0.100379
  413 -8.75 11.188 7497.64 11338.1 -2817.81 0.099781
  414 -8.65 11.471 9773.67 -105.317 -1536.04 0.102305
  415 -8.55 11.258 3447.95 -12618 -2189.1 0.100405
  416 -8.45 11.43 -6887.87 -2223 2749.38 0.101939
  417 -8.35 11.414 -3759.9 -133.094 4760.1 0.101797
  418 -8.25 11.088 14560.9 98.7344 4285.08 0.0988891
  419 -8.15 11.28 -4043.73 2451.67 -179.563 0.100602
  420 -8.05 11.463 8492.68 -2130.11 5827.72 0.102234
  421 -7.95 11.293 -4716.45 12450.8 11685.6 0.100717
  422 -7.85 11.438 -4793.87 -231.95 -2622.33 0.102011
  423 -7.75 11.227 -3175.46 1901.44 -9478 0.100129
  424 -7.65 11.262 3045.94 -3001.28 -5608.49 0.100441
  425 -7.55 11.394 -254.737 -6513.63 -2281.14 0.101618
  426 -7.45 11.313 1169.62 -10785 7018.06 0.100896
  427 -7.35 11.515 -9470.86 1153.96 -2555.77 0.102697
  428 -7.25 11.107 -9202.86 -8345.48 3338.04 0.0990586
  429 -7.15 11.417 -6328.2 -1657.5 9685.72 0.101823
  430 -7.05 11.396 1374.35 5065.07 -3270.81 0.101636
  431 -6.95 11.218 -5852.27 -13838 9402.96 0.100049
  432 -6.85 11.464 -4515.31 -3740.72 -3443.12 0.102243
  433 -6.75 11.45 2028.03 1823.35 -6899.75 0.102118
  434 -6.65 11.266 13393.5 5473.56 -180.064 0.100477
  435 -6.55 11.441 -468.675 431.115 6248.82 0.102037
  436 -6.45 11.304 -4102.04 -1747.8 1056.67 0.100816
  437 -6.35 11.195 7260.57 1969.85 -5885.72 0.0998434
  438 -6.25 11.321 -5504.5 -1694.63 322.652 0.100967
  439 -6.15 11.268 2041.34 1734.41 4791.71 0.100494
  440 -6.05 11.149 3116.63 -2468.42 7907.23 0.0994332
  441 -5.95 11.337 -3993.59 -812.138 -7728.9 0.10111
  442 -5.85 11.283 -5167.38 -8288.23 -3130.17 0.100628
  443 -5.75 11.407 2581.75 5443.62 14411.7 0.101734
  444 -5.65 11.279 -5904.61 -2771.57 -8359.33 0.100593
  445 -5.55 11.328 -5369.3 -2531.34 -7801.86 0.10103
  446 -5.45 11.19 -5579.1 -6851.68 3470.79 0.0997988
  447 -5.35 11.092 -3809.1 -9381.12 -237.454 0.0989248
  448 -5.25 11.19 -4000.94 -7596.27 5244.6 0.0997988
  449 -5.15 11.456 5008.31 -1843.75 1804.8 0.102171
  450 -5.05 11.199 -2730.99 -5959.55 1396.7 0.0998791
  451 -4.95 11.255 917.058 14369.9 5614.57 0.100379
  452 -4.85 11.358 5628.31 3145.47 -2083.89 0.101297
  453 -4.75 11.36 -8921.43 -266.288 10262.3 0.101315
  454 -4.65 11.386 4773.92 5865.64 -3876.95 0.101547
  455 -4.55 11.35 11918.3 17965.4 10121.7 0.101226
  456 -4.45 11.064 -9489.65 -2031.87 -17047.2 0.0986751
  457 -4.35 11.339 17351.8 3049.81 5604.06 0.101128
  458 -4.25 11.166 4217.32 -15041.2 -13847 0.0995848
  459 -4.15 11.321 1759.88 5729.43 -6137.76 0.100967
  460 -4.05 11.383 -928.713 -4310.62 12867 0.10152
  461 -3.95 11.399 -6467.56 5812.67 2239.79 0.101663
  462 -3.85 11.25 -12720.8 -13049.7 12163.8 0.100334
  463 -3.75 11.459 5873.61 -1752.94 4252.92 0.102198
  464 -3.65 11.405 -3951.65 -6002.65 -6683.32 0.101716
  465 -3.55 11.363 -6505.82 -9866.59 5207.89 0.101342
  466 -3.45 11.436 -38.8679 4312.75 -3095.03 0.101993
  467 -3.35 11.224 -376.945 854.848 -6229.94 0.100102
  468 -3.25 11.189 -2196.57 -6394.14 -4175.29 0.0997899
  469 -3.15 11.233 385.841 -7124.04 -9746.41 0.100182
  470 -3.05 11.405 -758.937 10425.4 5721.63 0.101716
  471 -2.95 11.159 1413.37 7569.06 11894.6 0.0995224
  472 -2.85 11.392 2481.3 -5135.96 -470.745 0.1016
  473 -2.75 11.208 -1521.29 7836.65 14144.6 0.0999594
  474 -2.65 11.368 -2981.42 2841.63 6908.06 0.101386
  475 -2.55 11.304 4864.2 4791.58 13297.2 0.100816
  476 -2.45 11.335 5346.28 2751.5 -2677.82 0.101092
  477 -2.35 11.134 2696.65 -1408.67 8522.08 0.0992994
  478 -2.25 11.231 -3096.84 -17558.9 -13508.1 0.100164
  479 -2.15 11.272 9685.58 5023.63 -7559.09 0.10053
  480 -2.05 11.155 -7945.93 1274.9 6665.83 0.0994867
  481 -1.95 11.317 -6594.2 3079.76 -2666.79 0.100931
